Name,School,Gender,Role,Total Citations,Earliest Pub,Cit rank,YO rank,AvCit,AvAge,PR value,age,citperyear
Alexander Beilinson,University of Chicago,Male,Professor,3532,1978,0.937,0.782,0.70359375,0.5714375,1.231269824,43,82.13953488
Danny Calegari,University of Chicago,Male,Professor,774,1996,0.601,0.278,0.70359375,0.5714375,1.231269824,25,30.96
Frank Calegari,University of Chicago,Male,Professor,295,2001,0.294,0.124,0.70359375,0.5714375,1.231269824,20,14.75
Jack D Cowan,University of Chicago,Male,Professor,233,1962,0.231,0.985,0.70359375,0.5714375,1.231269824,59,3.949152542
Vladimir Drinfeld,University of Chicago,Male,Professor,5041,1971,0.965,0.913,0.70359375,0.5714375,1.231269824,50,100.82
Todd Dupont,University of Chicago,Male,Professor,2025,1968,0.861,0.949,0.70359375,0.5714375,1.231269824,53,38.20754717
Matthew Emerton,University of Chicago,Male,Professor,766,1998,0.598,0.209,0.70359375,0.5714375,1.231269824,23,33.30434783
Alex Eskin,University of Chicago,Male,Professor,1303,1988,0.757,0.5,0.70359375,0.5714375,1.231269824,33,39.48484848
Benson Farb,University of Chicago,Male,Professor,2072,1992,0.863,0.387,0.70359375,0.5714375,1.231269824,29,71.44827586
Robert Fefferman,University of Chicago,Male,Professor,1167,1975,0.723,0.846,0.70359375,0.5714375,1.231269824,46,25.36956522
Victor Ginzburg,University of Chicago,Male,Professor,3223,1979,0.927,0.76,0.70359375,0.5714375,1.231269824,42,76.73809524
Denis Hirschfeldt,University of Chicago,Male,Professor,1110,1999,0.712,0.172,0.70359375,0.5714375,1.231269824,22,50.45454545
Kazuya Kato,University of Chicago,Male,Professor,2877,1977,0.914,0.805,0.70359375,0.5714375,1.231269824,44,65.38636364
Carlos Kenig,University of Chicago,Male,Professor,11645,1975,0.994,0.846,0.70359375,0.5714375,1.231269824,46,253.1521739
Steven Lalley,University of Chicago,Male,Professor,823,1981,0.621,0.714,0.70359375,0.5714375,1.231269824,40,20.575
Gregory Lawler,University of Chicago,Male,Professor,3004,1979,0.918,0.76,0.70359375,0.5714375,1.231269824,42,71.52380952
J. Peter May,University of Chicago,Male,Professor,4518,1964,0.962,0.978,0.70359375,0.5714375,1.231269824,57,79.26315789
André Neves,University of Chicago,Male,Professor,506,2004,0.45,0.061,0.70359375,0.5714375,1.231269824,17,29.76470588
Bao Chau Ngo,University of Chicago,Male,Professor,467,1997,0.424,0.24,0.70359375,0.5714375,1.231269824,24,19.45833333
Madhav Nori,University of Chicago,Male,Professor,597,1976,0.505,0.823,0.70359375,0.5714375,1.231269824,45,13.26666667
Alexander Razborov,University of Chicago,Male,Professor,1506,1984,0.795,0.622,0.70359375,0.5714375,1.231269824,37,40.7027027
Luis Silvestre,University of Chicago,Male,Professor,2998,2005,0.917,0.041,0.70359375,0.5714375,1.231269824,16,187.375
Charles Smart,University of Chicago,Male,Professor,384,2010,0.367,0.006,0.70359375,0.5714375,1.231269824,11,34.90909091
Panagiotis Souganidis,University of Chicago,Male,Professor,4088,1983,0.954,0.652,0.70359375,0.5714375,1.231269824,38,107.5789474
Sidney Webster,University of Chicago,Male,Professor,895,1975,0.646,0.846,0.70359375,0.5714375,1.231269824,46,19.45652174
Shmuel Weinberger,University of Chicago,Male,Professor,1050,1982,0.695,0.684,0.70359375,0.5714375,1.231269824,39,26.92307692
Robert Zimmer,University of Chicago,Male,Professor,1604,1975,0.81,0.846,0.70359375,0.5714375,1.231269824,46,34.86956522
Victoria Booth,University of Michigan,Female,Professor,27,1986,0.034,0.564,0.532529412,0.488117647,1.09098578,35,0.771428571
Liliana Borcea,University of Michigan,Female,Professor,883,1996,0.642,0.278,0.532529412,0.488117647,1.09098578,25,35.32
Anna Gilbert ,University of Michigan,Female,Professor,354,1997,0.344,0.24,0.532529412,0.488117647,1.09098578,24,14.75
Trachette Jackson,University of Michigan,Female,Professor,161,1997,0.149,0.24,0.532529412,0.488117647,1.09098578,24,6.708333333
Smadar Karni,University of Michigan,Female,Professor,584,1991,0.498,0.414,0.532529412,0.488117647,1.09098578,30,19.46666667
Karen Smith ,University of Michigan,Female,Professor,1225,1993,0.738,0.363,0.532529412,0.488117647,1.09098578,28,43.75
Sijue Wu,University of Michigan,Female,Professor,718,1985,0.577,0.593,0.532529412,0.488117647,1.09098578,36,19.94444444
Virginia Young,University of Michigan,Female,Professor,654,1984,0.544,0.622,0.532529412,0.488117647,1.09098578,37,17.67567568
Silas Alben,University of Michigan,Male,Professor,19,2004,0.026,0.061,0.532529412,0.488117647,1.09098578,17,1.117647059
Jinho Baik,University of Michigan,Male,Professor,1570,1999,0.805,0.172,0.532529412,0.488117647,1.09098578,22,71.36363636
David Barrett,University of Michigan,Male,Professor,270,1981,0.267,0.714,0.532529412,0.488117647,1.09098578,40,6.75
Alexander Barvinok,University of Michigan,Male,Professor,1183,1986,0.73,0.564,0.532529412,0.488117647,1.09098578,35,33.8
Hyman Bass,University of Michigan,Male,Professor,3637,1958,0.938,0.995,0.532529412,0.488117647,1.09098578,63,57.73015873
Erhan Bayraktar,University of Michigan,Male,Professor,790,2004,0.611,0.061,0.532529412,0.488117647,1.09098578,17,46.47058824
Bhargav Bhatt,University of Michigan,Male,Professor,193,2010,0.18,0.006,0.532529412,0.488117647,1.09098578,11,17.54545455
Andreas Blass,University of Michigan,Male,Professor,1400,1970,0.773,0.927,0.532529412,0.488117647,1.09098578,51,27.45098039
Anthony Bloch,University of Michigan,Male,Professor,1599,1985,0.808,0.593,0.532529412,0.488117647,1.09098578,36,44.41666667
Daniel Burns,University of Michigan,Male,Professor,727,1972,0.581,0.897,0.532529412,0.488117647,1.09098578,49,14.83673469
Richard Canary,University of Michigan,Male,Professor,1009,1987,0.678,0.53,0.532529412,0.488117647,1.09098578,34,29.67647059
Joseph Conlon,University of Michigan,Male,Professor,224,1977,0.222,0.805,0.532529412,0.488117647,1.09098578,44,5.090909091
Stephen DeBacker,University of Michigan,Male,Professor,274,1995,0.272,0.304,0.532529412,0.488117647,1.09098578,26,10.53846154
Hendrikus Derksen,University of Michigan,Male,Professor,1170,1993,0.726,0.363,0.532529412,0.488117647,1.09098578,28,41.78571429
Charles Doring,University of Michigan,Male,Professor,1048,1984,0.692,0.622,0.532529412,0.488117647,1.09098578,37,28.32432432
Selim Esedoglu,University of Michigan,Male,Professor,986,2000,0.671,0.147,0.532529412,0.488117647,1.09098578,21,46.95238095
Sergey Fomin,University of Michigan,Male,Professor,3611,1978,0.938,0.782,0.532529412,0.488117647,1.09098578,43,83.97674419
Daniel Forger ,University of Michigan,Male,Professor,29,2002,0.036,0.103,0.532529412,0.488117647,1.09098578,19,1.526315789
William Fulton,University of Michigan,Male,Professor,9184,1966,0.99,0.966,0.532529412,0.488117647,1.09098578,55,166.9818182
Robert Griess,University of Michigan,Male,Professor,947,1971,0.658,0.913,0.532529412,0.488117647,1.09098578,50,18.94
Mel Hochster,University of Michigan,Male,Professor,2641,1967,0.902,0.958,0.532529412,0.488117647,1.09098578,54,48.90740741
Lizhen Ji,University of Michigan,Male,Professor,596,1992,0.505,0.387,0.532529412,0.488117647,1.09098578,29,20.55172414
Mattias Jonsson,University of Michigan,Male,Professor,904,1997,0.648,0.24,0.532529412,0.488117647,1.09098578,24,37.66666667
Igor Kriz,University of Michigan,Male,Professor,1110,1984,0.712,0.622,0.532529412,0.488117647,1.09098578,37,30
Jeffrey Lagarias,University of Michigan,Male,Professor,3786,1974,0.945,0.869,0.532529412,0.488117647,1.09098578,47,80.55319149
Thomas Lam,University of Michigan,Male,Professor,743,2001,0.59,0.124,0.532529412,0.488117647,1.09098578,20,37.15
Robert Megginson,University of Michigan,Male,Professor,502,1984,0.446,0.622,0.532529412,0.488117647,1.09098578,37,13.56756757
Peter Miller,University of Michigan,Male,Professor,785,1991,0.609,0.414,0.532529412,0.488117647,1.09098578,30,26.16666667
Hugh Montgomery,University of Michigan,Male,Professor,2780,1965,0.909,0.974,0.532529412,0.488117647,1.09098578,56,49.64285714
Mircea Mustata,University of Michigan,Male,Professor,1494,1998,0.794,0.209,0.532529412,0.488117647,1.09098578,23,64.95652174
Kartik Prasanna,University of Michigan,Male,Professor,113,2003,0.109,0.082,0.532529412,0.488117647,1.09098578,18,6.277777778
Mark Rudelson,University of Michigan,Male,Professor,1102,1989,0.711,0.469,0.532529412,0.488117647,1.09098578,32,34.4375
John Schotland,University of Michigan,Male,Professor,247,2001,0.248,0.124,0.532529412,0.488117647,1.09098578,20,12.35
Carl P Simon,University of Michigan,Male,Professor,288,1970,0.288,0.927,0.532529412,0.488117647,1.09098578,51,5.647058824
Andrew Snowden,University of Michigan,Male,Professor,286,2008,0.285,0.012,0.532529412,0.488117647,1.09098578,13,22
Ralf Spatzier,University of Michigan,Male,Professor,622,1981,0.522,0.714,0.532529412,0.488117647,1.09098578,40,15.55
David Speyer,University of Michigan,Male,Professor,961,2000,0.661,0.147,0.532529412,0.488117647,1.09098578,21,45.76190476
John Stembridge,University of Michigan,Male,Professor,1365,1981,0.767,0.714,0.532529412,0.488117647,1.09098578,40,34.125
Martin Strauss,University of Michigan,Male,Professor,303,1994,0.301,0.334,0.532529412,0.488117647,1.09098578,27,11.22222222
Alejandro Uribe,University of Michigan,Male,Professor,501,1983,0.445,0.652,0.532529412,0.488117647,1.09098578,38,13.18421053
Divakar Viswanath,University of Michigan,Male,Professor,170,1998,0.158,0.209,0.532529412,0.488117647,1.09098578,23,7.391304348
David Winter,University of Michigan,Male,Professor,130,1965,0.123,0.974,0.532529412,0.488117647,1.09098578,56,2.321428571
Michael Zieve,University of Michigan,Male,Professor,363,1996,0.353,0.278,0.532529412,0.488117647,1.09098578,25,14.52
Maria-Carme Calderer,University of Minnesota ,Female,Professor,159,1983,0.146,0.652,0.582363636,0.587363636,0.991487386,38,4.184210526
Jasmine Foo,University of Minnesota ,Female,Professor,157,2007,0.146,0.018,0.582363636,0.587363636,0.991487386,14,11.21428571
Svitlana Mayboroda,University of Minnesota ,Female,Professor,568,2004,0.486,0.061,0.582363636,0.587363636,0.991487386,17,33.41176471
Scot Adams,University of Minnesota ,Male,Professor,493,1988,0.438,0.5,0.582363636,0.587363636,0.991487386,33,14.93939394
Anar Akhmedov,University of Minnesota ,Male,Professor,171,2007,0.16,0.018,0.582363636,0.587363636,0.991487386,14,12.21428571
Greg Anderson,University of Minnesota ,Male,Professor,1253,1980,0.747,0.739,0.582363636,0.587363636,0.991487386,41,30.56097561
Douglas Arnold,University of Minnesota ,Male,Professor,5642,1979,0.975,0.76,0.582363636,0.587363636,0.991487386,42,134.3333333
Sergey Bobkov,University of Minnesota ,Male,Professor,1887,1982,0.849,0.684,0.582363636,0.587363636,0.991487386,39,48.38461538
Maury Bramson,University of Minnesota ,Male,Professor,1363,1977,0.767,0.805,0.582363636,0.587363636,0.991487386,44,30.97727273
Benjamin Brubaker,University of Minnesota ,Male,Professor,261,2003,0.261,0.082,0.582363636,0.587363636,0.991487386,18,14.5
Ionut Ciocan-Fontanine,University of Minnesota ,Male,Professor,515,1995,0.458,0.304,0.582363636,0.587363636,0.991487386,26,19.80769231
Bernardo Cockburn,University of Minnesota ,Male,Professor,12188,1979,0.996,0.76,0.582363636,0.587363636,0.991487386,42,290.1904762
Paul Garrett,University of Minnesota ,Male,Professor,336,1977,0.328,0.805,0.582363636,0.587363636,0.991487386,44,7.636363636
Dennis Hejhal,University of Minnesota ,Male,Professor,1003,1967,0.676,0.958,0.582363636,0.587363636,0.991487386,54,18.57407407
Dihua Jiang,University of Minnesota ,Male,Professor,636,1989,0.532,0.469,0.582363636,0.587363636,0.991487386,32,19.875
Markus Keel,University of Minnesota ,Male,Professor,2571,1995,0.897,0.304,0.582363636,0.587363636,0.991487386,26,98.88461538
Nicolai Krylov,University of Minnesota ,Male,Professor,5292,1964,0.972,0.978,0.582363636,0.587363636,0.991487386,57,92.84210526
Tyler Lawson,University of Minnesota ,Male,Professor,114,2003,0.111,0.082,0.582363636,0.587363636,0.991487386,18,6.333333333
Gilad Lerman,University of Minnesota ,Male,Professor,185,1998,0.174,0.209,0.582363636,0.587363636,0.991487386,23,8.043478261
Tian-Jun Li,University of Minnesota ,Male,Professor,677,1968,0.559,0.949,0.582363636,0.587363636,0.991487386,53,12.77358491
Mitchell Luskin,University of Minnesota ,Male,Professor,1248,1977,0.746,0.805,0.582363636,0.587363636,0.991487386,44,28.36363636
Gennady Lyubeznik,University of Minnesota ,Male,Professor,936,1982,0.657,0.684,0.582363636,0.587363636,0.991487386,39,24
Richard McGeehee,University of Minnesota ,Male,Professor,474,1969,0.429,0.939,0.582363636,0.587363636,0.991487386,52,9.115384615
William Messing,University of Minnesota ,Male,Professor,803,1971,0.616,0.913,0.582363636,0.587363636,0.991487386,50,16.06
Richard Moeckel,University of Minnesota ,Male,Professor,550,1980,0.481,0.739,0.582363636,0.587363636,0.991487386,41,13.41463415
Yoichiro Mori,University of Minnesota ,Male,Professor,219,2006,0.216,0.027,0.582363636,0.587363636,0.991487386,15,14.6
Wei-Ming Ni,University of Minnesota ,Male,Professor,8267,1979,0.989,0.76,0.582363636,0.587363636,0.991487386,42,196.8333333
Andrew Odlyzko,University of Minnesota ,Male,Professor,2409,1973,0.886,0.885,0.582363636,0.587363636,0.991487386,48,50.1875
Peter Olver,University of Minnesota ,Male,Professor,5475,1976,0.973,0.823,0.582363636,0.587363636,0.991487386,45,121.6666667
Hans Othmer,University of Minnesota ,Male,Professor,1534,1973,0.797,0.885,0.582363636,0.587363636,0.991487386,48,31.95833333
Peter Polacik,University of Minnesota ,Male,Professor,1609,1987,0.811,0.53,0.582363636,0.587363636,0.991487386,34,47.32352941
Karel Prikry,University of Minnesota ,Male,Professor,418,1965,0.397,0.974,0.582363636,0.587363636,0.991487386,56,7.464285714
Pavlo Pylyavskyy,University of Minnesota ,Male,Professor,295,2004,0.294,0.061,0.582363636,0.587363636,0.991487386,17,17.35294118
Victor Reiner,University of Minnesota ,Male,Professor,1837,1989,0.841,0.469,0.582363636,0.587363636,0.991487386,32,57.40625
Mikhail Safonov,University of Minnesota ,Male,Professor,749,1976,0.593,0.823,0.582363636,0.587363636,0.991487386,45,16.64444444
Fadil Santosa,University of Minnesota ,Male,Professor,990,1980,0.672,0.739,0.582363636,0.587363636,0.991487386,41,24.14634146
Arnd Scheel,University of Minnesota ,Male,Professor,1402,1992,0.774,0.387,0.582363636,0.587363636,0.991487386,29,48.34482759
Steven Sperber,University of Minnesota ,Male,Professor,369,1975,0.356,0.846,0.582363636,0.587363636,0.991487386,46,8.02173913
Daniel Spirn,University of Minnesota ,Male,Professor,243,2001,0.243,0.124,0.582363636,0.587363636,0.991487386,20,12.15
Dennis Stanton,University of Minnesota ,Male,Professor,1449,1977,0.786,0.805,0.582363636,0.587363636,0.991487386,44,32.93181818
Vladimir Sverak,University of Minnesota ,Male,Professor,2412,1982,0.887,0.684,0.582363636,0.587363636,0.991487386,39,61.84615385
Alexander Voronov,University of Minnesota ,Male,Professor,601,1984,0.506,0.622,0.582363636,0.587363636,0.991487386,37,16.24324324
Jiaping Wang,University of Minnesota ,Male,Professor,721,1989,0.578,0.469,0.582363636,0.587363636,0.991487386,32,22.53125
Peter Webb,University of Minnesota ,Male,Professor,461,1981,0.418,0.714,0.582363636,0.587363636,0.991487386,40,11.525
Ralf Schmidt,University of North Texas,Male,Professor,490,1998,0.435,0.209,0.39425,0.5085,0.775319567,23,21.30434783
Charles Conley,University of North Texas,Male,Professor,1593,1962,0.807,0.985,0.39425,0.5085,0.775319567,59,27
Su Gao,University of North Texas,Male,Professor,450,1994,0.413,0.334,0.39425,0.5085,0.775319567,27,16.66666667
Stephen Jackson,University of North Texas,Male,Professor,356,1983,0.346,0.652,0.39425,0.5085,0.775319567,38,9.368421053
Michael Monticino,University of North Texas,Male,Professor,41,1987,0.046,0.53,0.39425,0.5085,0.775319567,34,1.205882353
Olav Richter,University of North Texas,Male,Professor,126,1999,0.119,0.172,0.39425,0.5085,0.775319567,22,5.727272727
Kai-Sheng Song,University of North Texas,Male,Professor,86,1985,0.083,0.593,0.39425,0.5085,0.775319567,36,2.388888889
Mariusz Urbánski,University of North Texas,Male,Professor,2686,1985,0.905,0.593,0.39425,0.5085,0.775319567,36,74.61111111
Julie Bergner,University of Virginia,Female,Professor,291,2005,0.29,0.041,0.488157895,0.517473684,0.943348251,16,18.1875
Jennifer Morse,University of Virginia,Female,Professor,373,1998,0.358,0.209,0.488157895,0.517473684,0.943348251,23,16.2173913
Karen Parshall,University of Virginia,Female,Professor,148,1983,0.137,0.652,0.488157895,0.517473684,0.943348251,38,3.894736842
Peter Abramenko,University of Virginia,Male,Professor,361,1986,0.35,0.564,0.488157895,0.517473684,0.943348251,35,10.31428571
Paul Bourdon,University of Virginia,Male,Professor,1470,1985,0.789,0.593,0.488157895,0.517473684,0.943348251,36,40.83333333
Mikhail Ershov,University of Virginia,Male,Professor,177,1999,0.163,0.172,0.488157895,0.517473684,0.943348251,22,8.045454545
Zoran Grujic,University of Virginia,Male,Professor,522,1998,0.461,0.209,0.488157895,0.517473684,0.943348251,23,22.69565217
Ira Herbst,University of Virginia,Male,Professor,1236,1971,0.742,0.913,0.488157895,0.517473684,0.943348251,50,24.72
Jeffrey Holt,University of Virginia,Male,Professor,45,1993,0.051,0.363,0.488157895,0.517473684,0.943348251,28,1.607142857
Craig Huneke,University of Virginia,Male,Professor,4118,1978,0.955,0.782,0.488157895,0.517473684,0.943348251,43,95.76744186
John Imbrie,University of Virginia,Male,Professor,311,1977,0.307,0.805,0.488157895,0.517473684,0.943348251,44,7.068181818
Slava Krushkal,University of Virginia,Male,Professor,444,1963,0.408,0.982,0.488157895,0.517473684,0.943348251,58,7.655172414
Nicholas Kuhn,University of Virginia,Male,Professor,690,1980,0.565,0.739,0.488157895,0.517473684,0.943348251,41,16.82926829
Thomas Mark,University of Virginia,Male,Professor,98,2000,0.094,0.147,0.488157895,0.517473684,0.943348251,21,4.666666667
Ken Ono,University of Virginia,Male,Professor,3149,1993,0.924,0.363,0.488157895,0.517473684,0.943348251,28,112.4642857
Brian Parshall,University of Virginia,Male,Professor,1963,1971,0.857,0.913,0.488157895,0.517473684,0.943348251,50,39.26
Andrei Rapinchuk,University of Virginia,Male,Professor,1064,1978,0.699,0.782,0.488157895,0.517473684,0.943348251,43,24.74418605
Christian Reidys,University of Virginia,Male,Professor,355,1997,0.345,0.24,0.488157895,0.517473684,0.943348251,24,14.79166667
Weiqiang Wang,University of Virginia,Male,Professor,1428,1993,0.78,0.363,0.488157895,0.517473684,0.943348251,28,51
Sara Billey,University of Washington,Female,Professor,825,1993,0.621,0.363,0.533774194,0.526258065,1.014282212,28,29.46428571
Isabella Novik,University of Washington,Female,Professor,298,1998,0.295,0.209,0.533774194,0.526258065,1.014282212,23,12.95652174
Rekha Thomas,University of Washington,Female,Professor,649,1995,0.542,0.304,0.533774194,0.526258065,1.014282212,26,24.96153846
Tatiana Toro,University of Washington,Female,Professor,805,1992,0.618,0.387,0.533774194,0.526258065,1.014282212,29,27.75862069
Kenneth P. Bube,University of Washington,Male,Professor,193,1977,0.18,0.805,0.533774194,0.526258065,1.014282212,44,4.386363636
Krysztof Burdzy,University of Washington,Male,Professor,1389,1981,0.772,0.714,0.533774194,0.526258065,1.014282212,40,34.725
James Burke,University of Washington,Male,Professor,1836,1983,0.841,0.652,0.533774194,0.526258065,1.014282212,38,48.31578947
Zhen-Qing Chen,University of Washington,Male,Professor,3079,1986,0.922,0.564,0.533774194,0.526258065,1.014282212,35,87.97142857
David Collingwood,University of Washington,Male,Professor,608,1983,0.513,0.652,0.533774194,0.526258065,1.014282212,38,16
Ethan Devinatz,University of Washington,Male,Professor,247,1985,0.248,0.593,0.533774194,0.526258065,1.014282212,36,6.861111111
Thomas Duchamp,University of Washington,Male,Professor,195,1974,0.184,0.869,0.533774194,0.526258065,1.014282212,47,4.14893617
Christopher Hoffman,University of Washington,Male,Professor,414,1996,0.392,0.278,0.533774194,0.526258065,1.014282212,25,16.56
